date,close
2016-03-25,99.5911
2016-03-28,98.7687
2016-03-29,99.1882
2016-03-30,101.0405
2016-03-31,101.8585
2016-04-01,101.2355
2016-04-04,99.1777
2016-04-05,97.7850
2016-04-06,98.2543
2016-04-07,99.0100
2016-04-08,99.7175
2016-04-11,99.8250
2016-04-12,100.1373
2016-04-13,100.8287
2016-04-14,100.6331
2016-04-15,101.0685
2016-04-18,101.6327
2016-04-19,100.7426
2016-04-20,101.6513
2016-04-21,103.4500
2016-04-22,106.0019
2016-04-25,106.6311
2016-04-26,106.5987
2016-04-27,105.2947
2016-04-28,106.2121
2016-04-29,107.1370
2016-05-02,106.2979
2016-05-03,107.1432
2016-05-04,106.7046
2016-05-05,105.4828
2016-05-06,105.5266
2016-05-09,105.2170
2016-05-10,104.6290
2016-05-11,104.0932
2016-05-12,103.6590
2016-05-13,102.2633
2016-05-16,104.5053
2016-05-17,106.0905
2016-05-18,104.9612
2016-05-19,105.5728
2016-05-20,105.7367
2016-05-23,105.6884
2016-05-24,107.5691
2016-05-25,108.3812
2016-05-26,107.2149
2016-05-27,106.8602
2016-05-30,104.9925
2016-05-31,105.4277
2016-06-01,105.6389
2016-06-02,105.8742
2016-06-03,105.6856
2016-06-06,105.7648
2016-06-07,106.0974
2016-06-08,108.1649
2016-06-09,108.3972
2016-06-10,108.1186
2016-06-13,108.7106
2016-06-14,109.6864
2016-06-15,111.0088
2016-06-16,112.3330
2016-06-17,112.1056
2016-06-20,113.2161
2016-06-21,112.4712
2016-06-22,110.9897
2016-06-23,110.2744
2016-06-24,110.9378
2016-06-27,109.2136
2016-06-28,111.0538
2016-06-29,110.9776
2016-06-30,111.6366
2016-07-01,111.2469
2016-07-04,109.8142
2016-07-05,109.5196
2016-07-06,110.1279
2016-07-07,109.0376
2016-07-08,109.3461
2016-07-11,108.3302
2016-07-12,106.5516
2016-07-13,105.5090
2016-07-14,105.9997
2016-07-15,104.5510
2016-07-18,105.2451
2016-07-19,105.2776
2016-07-20,104.5032
2016-07-21,104.5000
2016-07-22,106.4295
2016-07-25,107.3070
2016-07-26,108.1927
2016-07-27,107.9027
2016-07-28,106.2875
2016-07-29,107.3771
2016-08-01,108.8302
2016-08-02,109.4568
2016-08-03,110.1170
2016-08-04,110.7999
2016-08-05,111.0134
2016-08-08,110.7178
2016-08-09,111.8735
2016-08-10,112.1676
2016-08-11,109.9664
2016-08-12,110.1119
2016-08-15,109.8077
2016-08-16,108.2324
2016-08-17,110.1126
2016-08-18,112.7806
2016-08-19,111.4986
2016-08-22,112.3446
2016-08-23,112.1143
2016-08-24,112.3753
2016-08-25,111.7759
2016-08-26,111.9259
2016-08-29,113.4789
2016-08-30,113.8316
2016-08-31,113.4981
2016-09-01,113.1419
2016-09-02,112.1813
2016-09-05,111.9004
2016-09-06,110.4939
2016-09-07,111.8061
2016-09-08,109.5357
2016-09-09,109.7060
2016-09-12,108.7910
2016-09-13,108.0448
2016-09-14,107.4160
2016-09-15,106.7276
2016-09-16,107.9077
2016-09-19,109.0910
2016-09-20,107.7388
2016-09-21,106.4533
2016-09-22,108.1219
2016-09-23,109.8612
2016-09-26,110.6418
2016-09-27,108.3248
2016-09-28,109.4971
2016-09-29,108.3415
2016-09-30,108.8585
2016-10-03,107.6673
2016-10-04,107.8538
2016-10-05,107.2051
2016-10-06,107.4702
2016-10-07,106.3606
2016-10-10,106.4413
2016-10-11,105.3006
2016-10-12,105.4348
2016-10-13,105.0619
2016-10-14,107.4492
2016-10-17,108.1755
2016-10-18,105.8899
2016-10-19,106.1194
2016-10-20,107.6302
2016-10-21,107.1202
2016-10-24,106.4798
2016-10-25,106.1879
2016-10-26,107.8551
2016-10-27,108.9932
2016-10-28,110.4766
2016-10-31,109.2741
2016-11-01,108.9441
2016-11-02,107.8985
2016-11-03,107.7506
2016-11-04,108.2800
2016-11-07,107.0621
2016-11-08,107.7147
2016-11-09,109.9803
2016-11-10,108.8130
2016-11-11,108.4164
2016-11-14,108.6995
2016-11-15,108.9960
2016-11-16,107.2740
2016-11-17,108.4517
2016-11-18,108.7104
2016-11-21,108.6384
2016-11-22,108.4234
2016-11-23,110.8821
2016-11-24,109.5368
2016-11-25,109.4936
2016-11-28,109.0901
2016-11-29,110.0533
2016-11-30,110.5304
2016-12-01,111.5682
2016-12-02,111.7910
2016-12-05,114.8441
2016-12-06,115.0730
2016-12-07,115.2924
2016-12-08,114.9269
2016-12-09,115.5768
2016-12-12,115.1216
2016-12-13,115.6390
2016-12-14,117.3352
2016-12-15,117.9273
2016-12-16,117.7340
2016-12-19,118.8982
2016-12-20,118.9854
2016-12-21,120.6231
2016-12-22,120.9128
2016-12-23,121.4419
2016-12-26,120.8737
2016-12-27,121.7551
2016-12-28,122.5178
2016-12-29,123.1803
2016-12-30,123.0523
2017-01-02,124.2305
2017-01-03,124.0218
2017-01-04,123.0414
2017-01-05,123.2488
2017-01-06,126.1517
2017-01-09,124.9664
2017-01-10,124.4803
2017-01-11,123.9191
2017-01-12,124.5322
2017-01-13,124.5439
2017-01-16,123.9466
2017-01-17,123.6322
2017-01-18,126.0575
2017-01-19,124.2712
2017-01-20,124.6714
2017-01-23,123.6853
2017-01-24,123.8157
2017-01-25,125.9269
2017-01-26,125.6295
2017-01-27,126.9346
2017-01-30,127.6204
2017-01-31,127.8535
2017-02-01,128.4025
2017-02-02,128.5076
2017-02-03,129.7485
2017-02-06,130.3889
2017-02-07,128.3933
2017-02-08,127.7700
2017-02-09,128.6464
2017-02-10,129.7355
2017-02-13,129.4188
2017-02-14,129.0452
2017-02-15,127.9187
2017-02-16,128.3745
2017-02-17,128.8336
2017-02-20,128.7319
2017-02-21,127.6473
2017-02-22,128.4060
2017-02-23,128.2902
2017-02-24,127.2111
2017-02-27,127.5514
2017-02-28,128.6084
2017-03-01,125.5488
2017-03-02,126.1459
2017-03-03,126.4765
2017-03-06,125.5390
2017-03-07,123.7868
2017-03-08,123.1483
2017-03-09,123.5641
2017-03-10,122.3128
2017-03-13,120.6683
2017-03-14,121.9291
2017-03-15,121.1286
2017-03-16,121.5454
2017-03-17,118.8443
2017-03-20,119.6860
2017-03-21,120.5553
2017-03-22,121.6401
2017-03-23,120.7675
2017-03-24,119.7495
2017-03-27,119.8063
2017-03-28,119.9120
2017-03-29,119.4233
2017-03-30,117.8852
2017-03-31,118.9121
2017-04-03,118.9967
2017-04-04,119.2282
2017-04-05,117.5966
2017-04-06,116.9739
2017-04-07,116.8179
2017-04-10,116.4953
2017-04-11,115.2640
2017-04-12,114.4492
2017-04-13,112.7433
2017-04-14,112.9884
2017-04-17,114.9250
2017-04-18,114.3383
2017-04-19,117.6026
2017-04-20,119.4075
2017-04-21,121.1484
2017-04-24,122.0876
2017-04-25,122.3611
2017-04-26,120.8042
2017-04-27,120.5801
2017-04-28,120.1716
2017-05-01,120.5459
2017-05-02,120.5659
2017-05-03,121.5862
2017-05-04,121.7100
2017-05-05,119.0845
2017-05-08,118.8561
2017-05-09,118.7116
2017-05-10,119.0131
2017-05-11,118.0679
2017-05-12,117.3266
2017-05-15,118.5800
2017-05-16,118.6315
2017-05-17,121.3332
2017-05-18,122.0188
2017-05-19,123.1368
2017-05-22,122.8056
2017-05-23,124.2839
2017-05-24,122.7607
2017-05-25,122.0245
2017-05-26,120.8303
2017-05-29,120.6231
2017-05-30,119.8462
2017-05-31,118.9705
2017-06-01,119.3801
2017-06-02,117.3464
2017-06-05,117.0847
2017-06-06,118.2093
2017-06-07,117.7680
2017-06-08,117.3050
2017-06-09,116.9646
2017-06-12,115.9161
2017-06-13,115.4166
2017-06-14,115.1086
2017-06-15,114.6144
2017-06-16,113.7155
2017-06-19,112.5892
2017-06-20,112.8223
2017-06-21,111.1368
2017-06-22,111.4197
2017-06-23,110.7800
2017-06-26,112.2772
2017-06-27,113.1925
2017-06-28,113.5797
2017-06-29,113.6026
2017-06-30,113.2641
2017-07-03,113.1115
2017-07-04,112.9679
2017-07-05,110.6731
2017-07-06,111.1188
2017-07-07,112.5088
2017-07-10,112.6299
2017-07-11,114.7321
2017-07-12,115.7013
2017-07-13,114.9940
2017-07-14,113.2853
2017-07-17,113.2566
2017-07-18,113.1783
2017-07-19,114.7361
2017-07-20,115.1794
2017-07-21,117.5545
2017-07-24,117.5851
2017-07-25,117.0312
2017-07-26,115.2737
2017-07-27,115.5891
2017-07-28,117.5322
2017-07-31,117.4365
2017-08-01,118.0105
2017-08-02,117.0211
2017-08-03,117.3111
2017-08-04,117.9495
2017-08-07,119.0601
2017-08-08,120.1122
2017-08-09,119.3753
2017-08-10,117.6378
2017-08-11,118.2740
2017-08-14,117.6944
2017-08-15,117.6361
2017-08-16,118.7494
2017-08-17,118.0982
2017-08-18,118.4203
2017-08-21,117.3164
2017-08-22,117.7591
2017-08-23,116.6983
2017-08-24,116.8770
2017-08-25,117.6710
2017-08-28,119.1605
2017-08-29,118.6136
2017-08-30,119.7682
2017-08-31,120.1696
2017-09-01,120.2563
2017-09-04,120.7957
2017-09-05,120.9921
2017-09-06,121.4105
2017-09-07,120.9624
2017-09-08,120.4294
2017-09-11,119.1930
2017-09-12,118.1763
2017-09-13,117.8161
2017-09-14,116.4962
2017-09-15,116.0189
2017-09-18,118.3756
2017-09-19,117.6203
2017-09-20,118.6943
2017-09-21,117.7632
2017-09-22,116.7528
2017-09-25,119.5845
2017-09-26,118.8168
2017-09-27,121.3578
2017-09-28,120.1853
2017-09-29,119.0029
2017-10-02,118.3658
2017-10-03,118.1669
2017-10-04,117.4132
2017-10-05,117.4135
2017-10-06,117.7984
2017-10-09,117.8877
2017-10-10,118.0118
2017-10-11,117.6811
2017-10-12,117.1818
2017-10-13,117.6213
2017-10-16,115.9268
2017-10-17,117.1069
2017-10-18,116.9264
2017-10-19,118.0936
2017-10-20,117.5134
2017-10-23,117.2575
2017-10-24,117.7536
2017-10-25,119.3419
2017-10-26,117.9516
2017-10-27,117.4114
2017-10-30,118.6081
2017-10-31,118.5132
2017-11-01,118.8041
2017-11-02,119.9353
2017-11-03,120.2877
2017-11-06,120.6922
2017-11-07,122.1529
2017-11-08,122.5019
2017-11-09,123.2987
2017-11-10,122.3965
2017-11-13,120.6678
2017-11-14,119.7921
2017-11-15,122.0241
2017-11-16,122.0281
2017-11-17,123.1846
2017-11-20,123.1348
2017-11-21,122.8104
2017-11-22,123.2831
2017-11-23,123.1281
2017-11-24,121.2469
2017-11-27,121.7565
2017-11-28,123.9107
2017-11-29,124.6104
2017-11-30,126.0200
2017-12-01,125.8727
2017-12-04,126.2929
2017-12-05,126.6828
2017-12-06,128.4762
2017-12-07,129.7866
2017-12-08,127.3287
2017-12-11,128.8361
2017-12-12,128.3940
2017-12-13,128.6200
2017-12-14,126.7252
2017-12-15,127.7048
2017-12-18,127.9161
2017-12-19,127.6362
2017-12-20,128.3018
2017-12-21,129.6891
2017-12-22,131.5479
2017-12-25,133.5064
2017-12-26,134.6202
2017-12-27,134.1877
2017-12-28,132.6570
2017-12-29,133.3706
2018-01-01,133.0424
2018-01-02,134.7016
2018-01-03,135.0832
2018-01-04,136.2041
2018-01-05,134.5121
2018-01-08,135.2079
2018-01-09,134.2240
2018-01-10,134.0291
2018-01-11,134.1462
2018-01-12,134.8565
2018-01-15,135.0255
2018-01-16,134.4634
2018-01-17,134.3946
2018-01-18,133.4242
2018-01-19,132.9951
2018-01-22,135.1549
2018-01-23,133.9990
2018-01-24,132.1798
2018-01-25,129.6147
2018-01-26,129.4076
2018-01-29,130.7900
2018-01-30,132.1335
2018-01-31,133.7642
2018-02-01,135.2839
2018-02-02,134.0426
2018-02-05,135.6398
2018-02-06,135.1059
2018-02-07,133.2445
2018-02-08,133.7317
2018-02-09,136.2567
2018-02-12,136.3995
2018-02-13,138.0856
2018-02-14,137.6677
2018-02-15,136.8152
2018-02-16,136.0786
2018-02-19,135.3110
2018-02-20,136.5203
2018-02-21,138.7510
2018-02-22,137.6240
2018-02-23,137.2634
2018-02-26,137.0376
2018-02-27,136.9201
2018-02-28,137.9028
2018-03-01,138.9519
2018-03-02,140.6352
2018-03-05,140.4223
2018-03-06,142.5839
2018-03-07,143.7481
2018-03-08,144.2785
2018-03-09,141.8789
2018-03-12,139.9383
2018-03-13,139.0673
2018-03-14,139.6231
2018-03-15,141.8731
2018-03-16,142.8837
2018-03-19,140.7184
2018-03-20,139.6217
2018-03-21,141.1499
2018-03-22,139.1010
2018-03-23,136.9760
2018-03-26,139.0375
2018-03-27,140.7331
2018-03-28,139.4672
2018-03-29,139.2917
2018-03-30,139.1200
2018-04-02,139.2228
2018-04-03,139.6431
2018-04-04,141.6803
2018-04-05,140.8432
2018-04-06,139.4913
2018-04-09,141.0624
2018-04-10,140.6377
2018-04-11,139.6128
2018-04-12,142.1479
2018-04-13,142.0792
2018-04-16,144.0534
2018-04-17,143.3248
2018-04-18,140.8194
2018-04-19,141.1672
2018-04-20,139.8539
2018-04-23,140.2599
2018-04-24,140.4444
2018-04-25,139.9579
2018-04-26,136.4640
2018-04-27,135.6915
2018-04-30,136.9524
2018-05-01,136.6897
2018-05-02,134.7519
2018-05-03,134.6647
2018-05-04,136.7107
2018-05-07,136.3177
2018-05-08,137.5629
2018-05-09,135.4392
2018-05-10,134.9395
2018-05-11,135.1455
2018-05-14,135.4179
2018-05-15,135.2488
2018-05-16,135.0723
2018-05-17,136.0408
2018-05-18,136.3529
2018-05-21,136.1064
2018-05-22,135.7315
2018-05-23,139.1280
2018-05-24,140.5921
2018-05-25,138.0092
2018-05-28,139.4118
2018-05-29,139.7648
2018-05-30,141.2678
2018-05-31,140.7567
2018-06-01,141.4826
2018-06-04,139.5471
2018-06-05,143.2011
2018-06-06,143.2203
2018-06-07,141.8567
2018-06-08,140.9647
2018-06-11,141.6022
2018-06-12,139.3795
2018-06-13,138.9766
2018-06-14,138.4178
2018-06-15,137.0372
2018-06-18,140.0632
2018-06-19,140.9283
2018-06-20,139.7919
2018-06-21,140.5868
2018-06-22,141.3957
2018-06-25,141.4532
2018-06-26,142.6498
2018-06-27,141.4351
2018-06-28,141.3893
2018-06-29,140.6359
2018-07-02,139.3799
2018-07-03,141.7602
2018-07-04,142.2611
2018-07-05,141.3366
2018-07-06,143.9161
2018-07-09,144.3183
2018-07-10,145.6017
2018-07-11,147.8826
2018-07-12,147.5635
2018-07-13,146.7886
2018-07-16,149.7959
2018-07-17,151.4660
2018-07-18,149.7893
2018-07-19,148.6312
2018-07-20,147.8582
2018-07-23,148.1250
2018-07-24,147.2635
2018-07-25,146.6362
2018-07-26,147.4997
2018-07-27,145.2941
2018-07-30,148.6612
2018-07-31,149.2941
2018-08-01,149.9691
2018-08-02,150.1611
2018-08-03,149.9784
2018-08-06,150.8502
2018-08-07,151.0184
2018-08-08,152.4747
2018-08-09,152.3791
2018-08-10,150.8792
2018-08-13,150.7061
2018-08-14,152.4925
2018-08-15,151.5110
2018-08-16,152.3731
2018-08-17,153.9815
2018-08-20,152.8885
2018-08-21,155.5403
2018-08-22,155.2067
2018-08-23,154.1591
2018-08-24,153.6898
2018-08-27,153.0805
2018-08-28,151.5687
2018-08-29,151.3386
2018-08-30,149.8697
2018-08-31,149.6083
2018-09-03,149.6609
2018-09-04,149.6809
2018-09-05,149.3312
2018-09-06,148.5444
2018-09-07,146.8099
2018-09-10,147.0508
2018-09-11,145.8945
2018-09-12,145.5500
2018-09-13,144.6809
2018-09-14,143.4269
2018-09-17,143.2307
2018-09-18,147.0663
2018-09-19,146.5800
2018-09-20,147.1069
2018-09-21,148.9890
2018-09-24,147.1579
2018-09-25,150.6003
2018-09-26,152.4253
2018-09-27,151.5464
2018-09-28,151.1636
2018-10-01,148.9631
2018-10-02,147.0011
2018-10-03,149.6533
2018-10-04,150.7804
2018-10-05,150.0277
2018-10-08,150.0694
2018-10-09,149.9117
2018-10-10,150.7398
2018-10-11,149.0070
2018-10-12,150.4043
2018-10-15,150.0276
2018-10-16,149.1398
2018-10-17,148.2489
2018-10-18,148.7042
2018-10-19,146.7764
2018-10-22,146.8864
2018-10-23,146.9252
2018-10-24,147.2473
2018-10-25,147.6316
2018-10-26,150.0666
2018-10-29,152.5677
2018-10-30,154.2691
2018-10-31,153.7552
2018-11-01,156.4835
2018-11-02,155.5803
2018-11-05,156.0885
2018-11-06,153.5881
2018-11-07,154.3741
2018-11-08,156.2207
2018-11-09,152.8751
2018-11-12,154.6420
2018-11-13,155.1230
2018-11-14,156.0097
2018-11-15,155.5618
2018-11-16,154.8432
2018-11-19,156.3020
2018-11-20,157.5291
2018-11-21,158.1969
2018-11-22,156.1800
2018-11-23,156.2635
2018-11-26,155.0827
2018-11-27,154.7716
2018-11-28,156.4164
2018-11-29,158.9477
2018-11-30,158.8501
2018-12-03,160.7600
2018-12-04,160.1464
2018-12-05,155.6125
2018-12-06,154.0702
2018-12-07,155.1075
2018-12-10,157.6733
2018-12-11,158.5055
2018-12-12,155.5972
2018-12-13,155.6442
2018-12-14,154.7865
2018-12-17,152.9725
2018-12-18,150.0752
2018-12-19,148.8109
2018-12-20,148.3102
2018-12-21,150.1643
2018-12-24,149.6079
2018-12-25,147.8983
2018-12-26,149.0185
2018-12-27,149.4211
2018-12-28,148.4518
2018-12-31,150.3094
2019-01-01,150.5361
2019-01-02,152.7019
2019-01-03,151.9172
2019-01-04,150.5095
2019-01-07,149.0039
2019-01-08,146.6346
2019-01-09,146.7236
2019-01-10,146.7832
2019-01-11,149.9225
2019-01-14,149.4145
2019-01-15,153.0149
2019-01-16,153.6126
2019-01-17,153.3830
2019-01-18,151.0298
2019-01-21,151.8727
2019-01-22,150.1969
2019-01-23,150.7992
2019-01-24,151.6680
2019-01-25,149.4931
2019-01-28,150.4031
2019-01-29,150.2131
2019-01-30,153.3140
2019-01-31,151.7351
2019-02-01,149.3933
2019-02-04,146.7805
2019-02-05,146.7734
2019-02-06,149.8501
2019-02-07,150.1972
2019-02-08,148.2043
2019-02-11,148.5576
2019-02-12,148.8003
2019-02-13,149.9724
2019-02-14,150.0958
2019-02-15,150.2559
2019-02-18,148.8199
2019-02-19,149.1966
2019-02-20,147.1766
2019-02-21,144.8939
2019-02-22,146.8504
2019-02-25,148.4901
2019-02-26,148.9318
2019-02-27,149.3495
2019-02-28,148.7124
2019-03-01,148.4311
2019-03-04,147.1925
2019-03-05,148.8851
2019-03-06,149.1863
2019-03-07,148.8003
2019-03-08,148.7860
2019-03-11,147.5722
2019-03-12,147.0677
2019-03-13,148.0683
2019-03-14,148.1400
2019-03-15,149.6021
2019-03-18,150.8437
2019-03-19,154.2242
2019-03-20,155.2176
2019-03-21,157.3686
2019-03-22,154.2789
2019-03-25,152.9988
2019-03-26,156.0949
2019-03-27,158.7843
2019-03-28,158.5661
2019-03-29,158.2426
2019-04-01,160.6201
2019-04-02,159.3201
2019-04-03,158.4510
2019-04-04,158.3063
2019-04-05,158.8758
2019-04-08,159.5245
2019-04-09,160.1788
2019-04-10,157.9478
2019-04-11,158.2663
2019-04-12,158.3570
2019-04-15,157.9166
2019-04-16,158.1744
2019-04-17,157.8000
2019-04-18,155.3956
2019-04-19,154.5739
2019-04-22,152.0542
2019-04-23,149.3701
2019-04-24,148.3032
2019-04-25,149.9785
2019-04-26,151.6906
2019-04-29,152.7021
2019-04-30,153.1448
2019-05-01,152.2432
2019-05-02,152.1262
2019-05-03,154.5282
2019-05-06,154.5453
2019-05-07,155.7886
2019-05-08,161.0101
2019-05-09,158.7646
2019-05-10,160.7244
2019-05-13,163.6287
2019-05-14,163.2436
2019-05-15,163.1436
2019-05-16,161.1848
2019-05-17,160.0516
2019-05-20,162.7339
2019-05-21,163.3602
2019-05-22,163.6695
2019-05-23,163.1440
2019-05-24,162.1193
2019-05-27,160.7301
2019-05-28,160.9044
2019-05-29,162.7309
2019-05-30,163.5701
2019-05-31,164.8606
2019-06-03,163.8578
2019-06-04,162.3638
2019-06-05,160.5035
2019-06-06,159.8599
2019-06-07,160.5371
2019-06-10,159.2553
2019-06-11,159.5537
2019-06-12,159.0004
2019-06-13,157.7163
2019-06-14,158.4084
2019-06-17,155.5940
2019-06-18,156.5233
2019-06-19,151.9612
2019-06-20,151.6574
